,home,date,result,goals,away,total_shots,shots_on_target,goals_on_penalty,total_penalties,percentage_possession,fouls,yellow_cards,red_cards,season,rank_h,rank_a
1467,Venezia,2022-04-23,P,-0.6000000000000001,Atalanta,-6.199999999999999,-0.7999999999999998,0.0,0.0,-9.599999999999994,3.9999999999999982,1.8,0.2,2021-2022,0.0,7.0
1468,Hellas Verona,2022-04-23,N,0.19999999999999996,Sampdoria,2.4000000000000004,0.8000000000000003,0.0,0.0,-2.3999999999999986,-1.4000000000000004,2.0,0.4,2021-2022,1.0,6.0
1469,Inter,2022-04-23,V,0.0,Roma,4.199999999999999,0.5999999999999996,0.0,0.0,0.20000000000000284,0.1999999999999993,-0.8000000000000003,-0.2,2021-2022,2.0,0.0
1470,Empoli,2022-04-24,V,-1.6,Napoli,-3.1999999999999993,-1.8000000000000003,-0.2,-0.2,-3.1999999999999957,0.5999999999999996,0.40000000000000013,0.2,2021-2022,2.0,5.0
1471,Genoa,2022-04-24,V,-0.19999999999999996,Cagliari,0.0,0.19999999999999973,0.0,0.0,-4.0,-1.799999999999999,-0.7999999999999998,0.0,2021-2022,4.0,2.0
1472,Lazio,2022-04-24,P,0.8,Milan,-6.800000000000001,-0.6000000000000005,0.2,0.2,2.6000000000000014,0.20000000000000107,0.5999999999999999,0.0,2021-2022,2.0,4.0
1473,Salernitana,2022-04-24,V,-0.5999999999999999,Fiorentina,-8.000000000000002,-2.8,0.0,0.0,-16.200000000000003,5.000000000000002,3.2,0.2,2021-2022,0.0,7.0
1474,Bologna,2022-04-24,N,-1.7999999999999998,Udinese,-4.200000000000001,-2.6,-0.2,-0.2,4.0,-6.199999999999999,0.6000000000000001,0.39999999999999997,2021-2022,1.0,2.0
1475,Sassuolo,2022-04-25,P,0.19999999999999996,Juventus,-1.4000000000000021,0.40000000000000036,0.0,0.0,0.0,1.799999999999999,0.6000000000000001,0.0,2021-2022,1.0,4.0
1476,Bologna,2022-04-27,V,-1.0,Inter,-2.1999999999999993,-2.2,-0.2,-0.2,1.7999999999999972,-4.0,0.19999999999999996,0.4,2021-2022,2.0,5.0
1477,Atalanta,2022-04-27,N,0.5999999999999999,Torino,5.800000000000001,-0.3999999999999999,-0.4,-0.4,-2.0,-3.5999999999999996,-0.3999999999999999,0.0,2021-2022,3.0,2.0
1478,Fiorentina,2022-04-27,P,-1.2000000000000002,Udinese,0.1999999999999993,-0.1999999999999993,-0.2,-0.2,13.0,-6.199999999999999,0.20000000000000018,0.0,2021-2022,4.0,1.0
1479,Sampdoria,2022-04-30,V,0.20000000000000007,Genoa,-3.200000000000001,-0.20000000000000018,0.0,0.2,8.0,1.0,-0.40000000000000013,-0.2,2021-2022,3.0,1.0
1480,Spezia,2022-04-30,P,-0.8,Lazio,-2.4000000000000004,-2.4,0.2,0.2,-10.800000000000004,5.799999999999999,0.5999999999999999,0.0,2021-2022,0.0,7.0
1481,Cagliari,2022-04-30,P,-0.4,Hellas Verona,-2.5999999999999996,-1.0,0.0,-0.2,-8.800000000000004,3.6000000000000014,-0.20000000000000018,0.2,2021-2022,2.0,2.0
1482,Napoli,2022-04-30,V,0.3999999999999999,Sassuolo,-2.799999999999999,-1.4000000000000004,0.2,0.2,-2.799999999999997,0.20000000000000107,-0.20000000000000018,-0.2,2021-2022,3.0,1.0
1483,Juventus,2022-05-01,V,0.9999999999999999,Venezia,7.800000000000001,3.3999999999999995,0.0,0.0,8.399999999999999,-7.799999999999999,-1.4,0.0,2021-2022,6.0,0.0
1484,Empoli,2022-05-01,P,-0.6000000000000001,Torino,1.4000000000000004,-0.20000000000000018,-0.6000000000000001,-0.6000000000000001,-2.200000000000003,-2.4000000000000004,0.7999999999999998,0.2,2021-2022,1.0,5.0
1485,Udinese,2022-05-01,P,0.3999999999999999,Inter,-1.8000000000000007,-0.5999999999999996,0.0,0.0,-10.0,7.6,0.19999999999999973,0.0,2021-2022,0.0,5.0
1486,Milan,2022-05-01,V,-0.19999999999999996,Fiorentina,4.0,-0.20000000000000018,0.0,0.0,-9.199999999999996,-1.4000000000000004,-1.0,0.0,2021-2022,3.0,3.0
1487,Roma,2022-05-01,N,0.20000000000000018,Bologna,0.0,1.2000000000000002,0.0,0.0,2.3999999999999986,5.0,1.0,-0.2,2021-2022,4.0,3.0
1488,Atalanta,2022-05-02,N,0.8,Salernitana,7.800000000000001,0.6000000000000001,0.4,0.4,15.200000000000003,-4.999999999999998,-3.0,-0.2,2021-2022,7.0,0.0
1489,Salernitana,2022-05-05,V,0.7999999999999999,Venezia,-0.40000000000000036,1.4,0.0,0.0,-7.799999999999997,3.3999999999999986,1.5999999999999996,0.0,2021-2022,1.0,0.0
1490,Inter,2022-05-06,V,1.2000000000000002,Empoli,5.600000000000001,2.4000000000000004,-0.2,0.0,6.399999999999999,-2.3999999999999986,-1.7999999999999998,-0.6,2021-2022,7.0,0.0
1491,Genoa,2022-05-06,V,-0.9999999999999999,Juventus,-7.800000000000001,-2.0,0.0,0.2,-1.3999999999999986,7.0,-0.19999999999999996,-0.2,2021-2022,1.0,5.0
1492,Torino,2022-05-07,P,-0.7999999999999998,Napoli,-1.5999999999999996,-1.0,0.6,0.6,1.3999999999999986,-0.7999999999999989,0.19999999999999996,0.0,2021-2022,0.0,4.0
1493,Sassuolo,2022-05-07,N,-1.2000000000000002,Udinese,2.0,-0.20000000000000018,0.0,0.0,11.0,-8.399999999999999,0.0,0.2,2021-2022,0.0,4.0
1494,Lazio,2022-05-07,V,1.7999999999999998,Sampdoria,6.800000000000001,4.0,0.2,0.0,4.200000000000003,-5.399999999999999,-0.8000000000000003,0.0,2021-2022,5.0,1.0
1495,Venezia,2022-05-08,V,-0.5999999999999999,Bologna,-2.8000000000000007,-0.40000000000000036,0.0,0.0,-5.0,4.799999999999999,2.2,-0.2,2021-2022,1.0,6.0
1496,Salernitana,2022-05-08,N,0.8,Cagliari,1.0,0.7999999999999998,0.2,0.2,-9.199999999999996,-1.3999999999999986,1.1999999999999997,-0.2,2021-2022,0.0,6.0
1497,Hellas Verona,2022-05-08,P,0.19999999999999996,Milan,-6.6,-1.6,0.0,0.0,-6.200000000000003,3.0,0.7999999999999998,0.0,2021-2022,0.0,5.0
1498,Spezia,2022-05-08,P,-0.8,Atalanta,-7.6,-1.0,-0.2,-0.2,-14.200000000000003,3.3999999999999986,0.0,0.0,2021-2022,0.0,6.0
1499,Fiorentina,2022-05-09,V,0.0,Roma,1.8000000000000007,0.0,0.0,0.0,9.599999999999994,0.5999999999999996,0.3999999999999999,-0.2,2021-2022,0.0,5.0
1500,Udinese,2022-05-14,P,0.40000000000000013,Spezia,5.0,3.0000000000000004,-0.2,-0.2,6.0,5.200000000000001,0.3999999999999999,0.0,2021-2022,6.0,1.0
1501,Roma,2022-05-14,N,-0.5999999999999999,Venezia,2.4000000000000004,0.8000000000000003,-0.2,-0.4,8.600000000000001,-0.40000000000000036,-1.2000000000000002,0.0,2021-2022,6.0,1.0
1502,Hellas Verona,2022-05-14,P,-0.8,Torino,3.0,0.3999999999999999,-1.0,-1.0,-4.399999999999999,2.4000000000000004,0.19999999999999996,0.0,2021-2022,0.0,3.0
1503,Empoli,2022-05-14,N,0.0,Salernitana,0.1999999999999993,0.0,-0.2,-0.2,6.399999999999999,-0.7999999999999989,-0.20000000000000018,0.2,2021-2022,3.0,0.0
1504,Milan,2022-05-15,V,-0.7999999999999998,Atalanta,-1.6000000000000014,1.0,-0.4,-0.4,-4.600000000000001,-1.5999999999999996,-0.9999999999999998,0.0,2021-2022,3.0,2.0
1505,Cagliari,2022-05-15,P,-1.8,Inter,-11.000000000000002,-3.8,0.0,-0.2,-9.800000000000004,6.800000000000001,0.40000000000000013,0.2,2021-2022,1.0,5.0
1506,Napoli,2022-05-15,V,1.5999999999999999,Genoa,0.40000000000000036,0.7999999999999998,0.0,0.0,5.799999999999997,-4.199999999999999,0.0,0.0,2021-2022,4.0,1.0
1507,Bologna,2022-05-15,P,0.6000000000000001,Sassuolo,-2.8000000000000007,-0.5999999999999996,0.0,0.0,-4.199999999999996,-1.6000000000000014,0.3999999999999999,0.2,2021-2022,2.0,3.0
1508,Juventus,2022-05-16,N,-0.7999999999999998,Lazio,2.8000000000000007,-2.2,-0.2,-0.2,-6.0,2.200000000000001,0.40000000000000013,0.0,2021-2022,5.0,1.0
1509,Sampdoria,2022-05-16,V,-0.20000000000000007,Fiorentina,-6.2,-2.8,-0.2,0.0,-14.399999999999999,0.1999999999999993,-0.7999999999999998,0.0,2021-2022,2.0,3.0
1510,Torino,2022-05-20,P,1.4,Roma,-7.800000000000001,-2.5999999999999996,1.0,1.0,0.0,1.8000000000000007,0.40000000000000013,-0.2,2021-2022,2.0,5.0
1511,Lazio,2022-05-21,N,0.8,Hellas Verona,1.200000000000001,2.4000000000000004,0.2,0.2,10.800000000000004,-5.800000000000001,-0.8,0.0,2021-2022,4.0,2.0
1512,Atalanta,2022-05-21,P,0.6000000000000001,Empoli,4.200000000000001,-0.40000000000000036,0.2,0.2,13.799999999999997,0.0,0.0,-0.4,2021-2022,5.0,1.0
1513,Fiorentina,2022-05-21,V,-0.8,Juventus,-2.6000000000000014,-0.19999999999999973,0.4,0.4,16.400000000000006,-1.4000000000000004,0.20000000000000018,0.0,2021-2022,1.0,4.0
1514,Genoa,2022-05-21,P,-1.0,Bologna,1.0,-1.2000000000000002,0.0,0.2,-7.799999999999997,8.8,0.19999999999999996,0.0,2021-2022,4.0,0.0
1515,Venezia,2022-05-22,N,0.8,Cagliari,-2.200000000000001,0.20000000000000018,0.2,0.4,-2.799999999999997,-2.6000000000000014,1.7999999999999998,0.2,2021-2022,0.0,6.0
1516,Sassuolo,2022-05-22,P,-0.8,Milan,-0.7999999999999989,-0.7999999999999998,0.0,0.0,3.6000000000000014,-0.6000000000000014,0.0,0.2,2021-2022,2.0,4.0
1517,Salernitana,2022-05-22,P,-0.6000000000000001,Udinese,1.4000000000000004,-0.7999999999999998,0.4,0.6,-2.200000000000003,-7.600000000000001,-0.20000000000000018,0.2,2021-2022,1.0,6.0
1518,Spezia,2022-05-22,P,-0.8,Napoli,-5.4,-2.0,-0.2,-0.19999999999999996,-20.200000000000003,-0.40000000000000036,0.40000000000000013,0.0,2021-2022,2.0,5.0
1519,Inter,2022-05-22,V,1.2000000000000002,Sampdoria,12.399999999999999,4.6,0.0,0.0,9.399999999999999,-4.799999999999999,-0.40000000000000013,-0.2,2021-2022,5.0,1.0
1520,Lecce,2022-08-13,P,-0.3999999999999999,Inter,-6.0,-1.0,0.2,0.2,-7.200000000000003,-0.7999999999999989,0.3999999999999999,0.0,2022-2023,0.0,7.0
1521,Milan,2022-08-13,V,-0.19999999999999973,Udinese,2.5999999999999996,0.0,0.0,-0.2,4.399999999999999,-4.6,-0.3999999999999999,0.0,2022-2023,3.0,1.0
1522,Monza,2022-08-13,P,-1.0,Torino,1.0,-2.0,0.0,0.0,8.0,-10.0,-1.0,0.0,2022-2023,0.0,8.0
1523,Sampdoria,2022-08-13,P,-0.40000000000000013,Atalanta,-12.200000000000001,-2.2,-0.4,-0.2,-16.4,2.5999999999999996,-0.20000000000000018,0.2,2022-2023,2.0,5.0
1524,Spezia,2022-08-14,V,0.0,Empoli,-1.8000000000000007,-1.2000000000000002,0.2,0.4,-4.200000000000003,0.20000000000000107,-0.3999999999999999,-0.4,2022-2023,2.0,2.0
1525,Lazio,2022-08-14,V,1.0,Bologna,4.799999999999999,2.5999999999999996,0.0,0.0,6.200000000000003,-0.1999999999999993,0.6000000000000001,0.0,2022-2023,4.0,2.0
1526,Fiorentina,2022-08-14,V,1.0,Cremonese,15.0,5.0,0.0,0.0,48.0,-8.0,-3.0,-1.0,2022-2023,8.0,0.0
1527,Salernitana,2022-08-14,P,0.0,Roma,0.6000000000000014,1.1999999999999993,0.0,0.19999999999999996,-3.799999999999997,-1.5999999999999996,1.0,0.2,2022-2023,0.0,8.0
1528,Juventus,2022-08-15,V,0.19999999999999996,Sassuolo,-7.0,-2.2,0.0,0.0,-10.600000000000001,3.8000000000000007,0.7999999999999998,-0.2,2022-2023,5.0,1.0
1529,Hellas Verona,2022-08-15,P,-1.6,Napoli,-2.8000000000000007,-1.2000000000000002,-0.2,-0.4,-13.0,8.2,1.8000000000000003,0.0,2022-2023,1.0,5.0
1530,Torino,2022-08-20,N,-1.4000000000000001,Lazio,-4.800000000000001,-4.4,0.2,0.2,-5.0,4.600000000000001,0.19999999999999996,-0.2,2022-2023,1.0,3.0
1531,Sassuolo,2022-08-20,V,-1.2000000000000002,Lecce,-0.5999999999999996,-2.0,-0.2,-0.2,4.800000000000004,-2.200000000000001,0.0,0.0,2022-2023,7.0,0.0
1532,Udinese,2022-08-20,N,1.2,Salernitana,-6.199999999999999,1.0,-0.4,-0.39999999999999997,-2.0,3.4000000000000004,-0.20000000000000018,-0.2,2022-2023,7.0,1.0
1533,Inter,2022-08-20,V,1.1999999999999997,Spezia,12.8,4.799999999999999,0.0,0.0,25.799999999999997,-0.7999999999999989,-0.6000000000000001,0.0,2022-2023,7.0,0.0
1534,Empoli,2022-08-21,N,-0.6000000000000001,Fiorentina,-2.8000000000000007,0.20000000000000018,-0.6,-0.6,-17.799999999999997,-1.6000000000000014,-0.5999999999999999,0.4,2022-2023,2.0,6.0
1535,Bologna,2022-08-21,N,-0.40000000000000013,Hellas Verona,2.4000000000000004,-0.40000000000000036,0.4,0.4,13.200000000000003,-6.400000000000002,-1.0,0.2,2022-2023,4.0,1.0
1536,Atalanta,2022-08-21,N,-1.4000000000000001,Milan,4.600000000000001,-1.2000000000000002,-0.2,-0.2,6.800000000000004,1.0,2.0,0.0,2022-2023,2.0,4.0
1537,Napoli,2022-08-21,V,2.6,Monza,1.0,2.4000000000000004,0.2,0.4,8.0,3.4000000000000004,0.6000000000000001,0.0,2022-2023,8.0,0.0
1538,Roma,2022-08-22,V,-1.0,Cremonese,7.399999999999999,1.5999999999999996,0.4,0.4,23.6,-9.0,-1.6,-1.0,2022-2023,8.0,0.0
1539,Sampdoria,2022-08-22,N,-0.6000000000000001,Juventus,0.3999999999999986,0.0,-0.2,-0.2,1.1999999999999957,0.0,0.0,0.2,2022-2023,1.0,7.0
1540,Lazio,2022-08-26,V,-1.2,Inter,-10.399999999999999,-2.4000000000000004,0.0,0.0,-8.799999999999997,-0.5999999999999996,1.4000000000000001,0.2,2022-2023,3.0,4.0
1541,Monza,2022-08-26,P,-1.3,Udinese,-4.9,-3.0999999999999996,0.0,-0.2,2.200000000000003,-3.6999999999999993,-1.4,-0.2,2022-2023,0.0,8.0
1542,Spezia,2022-08-27,N,0.0,Sassuolo,-7.0,-2.2,0.0,0.2,-16.0,1.4000000000000004,-1.2000000000000002,0.0,2022-2023,1.0,6.0
1543,Milan,2022-08-27,V,1.2000000000000002,Bologna,2.1999999999999993,2.8,-0.2,-0.2,-2.200000000000003,-1.0,-0.9999999999999998,-0.4,2022-2023,6.0,0.0
1544,Cremonese,2022-08-27,P,0.4,Torino,1.9000000000000004,0.10000000000000009,0.0,0.0,-12.5,1.9000000000000004,1.4,0.5,2022-2023,0.0,8.0
1545,Juventus,2022-08-27,N,0.0,Roma,-14.0,-4.199999999999999,-0.2,-0.2,-7.199999999999996,2.4000000000000004,1.0,0.0,2022-2023,5.0,2.0
1546,Salernitana,2022-08-28,V,-0.4,Sampdoria,8.600000000000001,3.4,0.2,0.4,7.399999999999999,-0.5999999999999996,0.3999999999999999,0.0,2022-2023,1.0,7.0
1547,Lecce,2022-08-28,N,0.8,Empoli,4.399999999999999,1.8000000000000003,0.2,0.2,1.5999999999999943,0.0,0.8,-0.2,2022-2023,2.0,4.0
1548,Fiorentina,2022-08-28,N,-1.6,Napoli,-0.6000000000000014,-2.0,0.39999999999999997,0.19999999999999996,1.5999999999999943,2.8000000000000007,0.3999999999999999,0.0,2022-2023,2.0,5.0
1549,Hellas Verona,2022-08-28,P,0.19999999999999996,Atalanta,-6.600000000000001,-0.20000000000000018,0.0,0.0,-9.200000000000003,1.1999999999999993,-0.3999999999999999,0.0,2022-2023,2.0,5.0
1550,Roma,2022-08-30,V,0.7333333333333333,Monza,12.733333333333333,4.066666666666666,0.4,0.4,-2.200000000000003,-3.0,-0.06666666666666665,0.0,2022-2023,8.0,0.0
1551,Inter,2022-08-30,V,1.4,Cremonese,6.2666666666666675,4.066666666666667,0.0,0.0,15.533333333333339,-1.666666666666666,-0.8,-0.3333333333333333,2022-2023,8.0,0.0
1552,Sassuolo,2022-08-30,N,-1.2,Milan,0.6000000000000014,-1.2000000000000002,-0.2,-0.2,2.0,-2.4000000000000004,0.3999999999999999,0.0,2022-2023,2.0,5.0
1553,Sampdoria,2022-08-31,N,-1.2,Lazio,-1.0,-2.8,0.0,0.0,-2.6000000000000014,4.0,0.0,0.0,2022-2023,1.0,6.0
1554,Udinese,2022-08-31,V,0.8,Fiorentina,-1.4000000000000004,1.6,-0.4,-0.2,-14.399999999999999,1.1999999999999993,0.19999999999999973,0.2,2022-2023,2.0,4.0
1555,Empoli,2022-08-31,N,-0.6,Hellas Verona,-1.1999999999999993,-0.20000000000000018,0.0,0.0,2.6000000000000014,-6.0,-1.7999999999999998,0.2,2022-2023,2.0,5.0
1556,Napoli,2022-08-31,N,1.6,Lecce,5.600000000000001,1.0,0.0,0.0,17.200000000000003,-0.7999999999999989,0.0,0.0,2022-2023,7.0,1.0
1557,Juventus,2022-08-31,V,0.0,Spezia,-0.1999999999999993,-0.3999999999999999,0.0,-0.2,4.399999999999999,0.40000000000000036,0.8000000000000003,-0.2,2022-2023,8.0,0.0
1558,Atalanta,2022-09-01,V,-0.19999999999999996,Torino,5.200000000000001,0.7999999999999998,0.0,0.0,-1.2000000000000028,-1.3999999999999986,1.8,0.0,2022-2023,3.0,2.0
1559,Bologna,2022-09-01,N,-0.19999999999999996,Salernitana,-7.399999999999999,-4.3999999999999995,0.4,0.2,2.1999999999999957,-2.8000000000000007,-0.19999999999999973,0.4,2022-2023,7.0,0.0
1560,Fiorentina,2022-09-03,N,-0.19999999999999996,Juventus,5.4,1.4,0.0,0.0,17.599999999999994,-0.40000000000000036,0.3999999999999999,0.0,2022-2023,2.0,4.0
1561,Milan,2022-09-03,V,-0.3999999999999999,Inter,-4.800000000000001,-2.4000000000000004,0.2,0.2,-2.0,2.0,1.0,0.0,2022-2023,2.0,5.0
1562,Lazio,2022-09-03,P,-0.8,Napoli,-6.399999999999999,0.5999999999999996,0.0,0.0,-13.600000000000001,-0.40000000000000036,0.6000000000000001,0.2,2022-2023,2.0,6.0
1563,Udinese,2022-09-04,V,0.0,Roma,-3.3999999999999986,-1.4000000000000004,-0.4,-0.2,-2.6000000000000014,3.4000000000000004,0.8,0.2,2022-2023,2.0,5.0
1564,Hellas Verona,2022-09-04,V,1.2,Sampdoria,0.40000000000000036,0.8000000000000003,0.0,0.0,-3.3999999999999986,4.399999999999999,1.4,0.0,2022-2023,1.0,6.0
1565,Spezia,2022-09-04,N,-0.20000000000000007,Bologna,-2.799999999999999,-1.2000000000000002,-0.2,-0.2,-9.200000000000003,3.0,-1.2000000000000002,-0.2,2022-2023,0.0,7.0
1566,Cremonese,2022-09-04,N,0.4,Sassuolo,-1.5,-0.5999999999999996,0.0,-0.2,-8.149999999999999,3.4000000000000004,-0.9500000000000002,0.25,2022-2023,0.0,8.0
1567,Monza,2022-09-05,P,-0.8999999999999999,Atalanta,-6.899999999999999,-2.05,-0.4,-0.4,6.399999999999999,-3.4499999999999993,-1.0,0.0,2022-2023,0.0,8.0
1568,Salernitana,2022-09-05,N,0.4,Empoli,5.800000000000001,2.6,0.0,0.0,2.0,6.399999999999999,1.4,-0.2,2022-2023,0.0,3.0
1569,Torino,2022-09-05,V,-0.19999999999999996,Lecce,0.8000000000000007,-0.5999999999999996,0.0,-0.2,13.600000000000001,1.5999999999999996,0.0,0.0,2022-2023,6.0,2.0
1570,Napoli,2022-09-10,V,1.4,Spezia,11.8,4.199999999999999,-0.2,-0.2,15.600000000000001,-3.4000000000000004,-0.3999999999999999,-0.2,2022-2023,6.0,2.0
1571,Sampdoria,2022-09-10,P,-1.6,Milan,-4.600000000000001,-2.1999999999999997,-0.2,-0.2,-4.799999999999997,1.0,-0.3999999999999999,0.0,2022-2023,1.0,5.0
1572,Inter,2022-09-10,V,1.0000000000000002,Torino,6.599999999999998,3.6,0.0,0.0,4.0,-3.799999999999999,-1.0,0.0,2022-2023,5.0,1.0
1573,Lecce,2022-09-11,N,0.19999999999999996,Monza,-0.8000000000000007,0.0,0.0,0.2,-17.799999999999997,3.1999999999999993,0.40000000000000013,0.0,2022-2023,2.0,0.0
1574,Lazio,2022-09-11,V,0.19999999999999996,Hellas Verona,-3.4000000000000004,0.7999999999999998,0.0,0.0,0.20000000000000284,-7.000000000000002,0.20000000000000018,0.2,2022-2023,4.0,2.0
1575,Bologna,2022-09-11,V,0.19999999999999996,Fiorentina,-4.800000000000001,-1.4000000000000004,0.4,0.2,-11.0,-1.8000000000000007,1.0,0.4,2022-2023,0.0,3.0
1576,Sassuolo,2022-09-11,P,-1.2000000000000002,Udinese,4.0,1.8000000000000003,0.0,0.2,12.399999999999999,-2.6000000000000014,0.6000000000000001,-0.2,2022-2023,0.0,4.0
1577,Atalanta,2022-09-11,N,1.0,Cremonese,-0.8000000000000007,1.0,0.4,0.4,-0.7999999999999972,1.4000000000000021,1.0,-0.2,2022-2023,8.0,0.0
1578,Juventus,2022-09-11,N,0.0,Salernitana,-3.4000000000000004,-1.6000000000000005,0.2,0.2,-2.6000000000000014,-2.0,-1.1999999999999997,0.0,2022-2023,8.0,0.0
1579,Empoli,2022-09-12,P,-0.3999999999999999,Roma,-4.799999999999999,-1.7999999999999998,0.0,0.0,3.5999999999999943,-0.8000000000000007,0.0,0.2,2022-2023,0.0,8.0
1580,Salernitana,2022-09-16,P,1.2000000000000002,Lecce,5.0,2.1999999999999997,0.2,0.0,7.200000000000003,0.0,1.0,0.2,2022-2023,2.0,2.0
1581,Bologna,2022-09-17,P,0.19999999999999996,Empoli,0.20000000000000107,0.0,0.2,0.2,-1.0,-1.1999999999999993,0.0,-0.2,2022-2023,5.0,2.0
1582,Spezia,2022-09-17,V,0.20000000000000007,Sampdoria,-3.4000000000000004,-1.8000000000000003,0.2,0.2,-7.0,0.5999999999999996,-0.3999999999999999,0.2,2022-2023,2.0,5.0
1583,Torino,2022-09-17,P,0.0,Sassuolo,-1.799999999999999,-0.6000000000000005,0.0,-0.2,4.0,4.999999999999998,-0.6000000000000001,-0.2,2022-2023,4.0,1.0
1584,Monza,2022-09-18,V,-0.7999999999999999,Juventus,-5.2,-1.1999999999999997,0.0,-0.2,1.7999999999999972,1.3999999999999986,-0.19999999999999973,-0.4,2022-2023,0.0,8.0
1585,Cremonese,2022-09-18,P,-0.7999999999999999,Lazio,0.7999999999999989,-1.3999999999999995,0.0,0.0,-2.1999999999999957,5.200000000000001,-0.6000000000000001,0.0,2022-2023,0.0,8.0
1586,Milan,2022-09-18,P,0.0,Napoli,-3.799999999999997,-0.8000000000000007,0.2,0.2,-8.0,0.1999999999999993,1.4,0.2,2022-2023,2.0,3.0
1587,Udinese,2022-09-18,V,0.0,Inter,-4.600000000000001,-2.4,0.0,0.0,-8.400000000000006,4.0,1.4000000000000001,0.2,2022-2023,0.0,6.0
1588,Fiorentina,2022-09-18,V,-0.4,Hellas Verona,0.6000000000000014,-0.6000000000000001,0.0,0.2,14.0,-6.6,-1.0,0.2,2022-2023,3.0,1.0
1589,Roma,2022-09-18,P,-0.20000000000000018,Atalanta,1.8000000000000007,1.2000000000000002,-0.4,-0.2,0.7999999999999972,-3.1999999999999993,-1.4,0.0,2022-2023,2.0,3.0
1590,Inter,2022-10-01,P,0.40000000000000013,Roma,3.200000000000001,0.0,0.0,-0.2,6.200000000000003,1.0,0.6000000000000001,0.0,2022-2023,3.0,0.0
1591,Napoli,2022-10-01,V,0.3999999999999999,Torino,6.400000000000002,0.7999999999999998,0.2,0.2,6.0,-5.0,-1.1999999999999997,0.0,2022-2023,5.0,0.0
1592,Empoli,2022-10-01,P,-0.40000000000000013,Milan,-3.599999999999998,-0.40000000000000036,-0.2,-0.2,-0.7999999999999972,-2.5999999999999996,-1.0,0.0,2022-2023,0.0,7.0
1593,Lecce,2022-10-02,N,0.4,Cremonese,-2.4000000000000004,-0.19999999999999973,0.0,0.2,-4.799999999999997,-1.3999999999999986,0.3999999999999999,0.0,2022-2023,2.0,0.0
1594,Sassuolo,2022-10-02,V,-1.2,Salernitana,-0.20000000000000107,0.39999999999999947,-0.2,0.0,-4.600000000000001,-3.799999999999999,-0.5999999999999999,0.0,2022-2023,7.0,0.0
1595,Sampdoria,2022-10-02,P,0.20000000000000007,Monza,1.5999999999999996,1.7999999999999998,0.0,0.0,-5.599999999999994,-1.3999999999999986,0.3999999999999999,0.0,2022-2023,8.0,0.0
1596,Juventus,2022-10-02,V,0.19999999999999996,Bologna,0.5999999999999996,0.0,-0.2,0.0,-1.0,5.200000000000001,0.8000000000000003,0.6,2022-2023,7.0,0.0
1597,Lazio,2022-10-02,V,1.0000000000000002,Spezia,2.8000000000000007,3.2,0.0,0.0,6.200000000000003,-6.199999999999999,-0.5999999999999996,-0.2,2022-2023,8.0,0.0
1598,Atalanta,2022-10-02,V,0.8,Fiorentina,-1.0,0.5999999999999996,0.4,0.0,-10.400000000000006,0.0,0.3999999999999999,-0.2,2022-2023,4.0,3.0
1599,Hellas Verona,2022-10-03,P,-2.0,Udinese,-3.1999999999999993,-1.2000000000000002,0.0,0.0,3.6000000000000014,3.400000000000002,1.2000000000000002,0.0,2022-2023,2.0,3.0
1600,Sassuolo,2022-10-08,P,-0.20000000000000018,Inter,-5.0,1.2000000000000002,0.2,0.4,-13.200000000000003,-3.1999999999999993,-0.40000000000000013,0.2,2022-2023,2.0,4.0
1601,Milan,2022-10-08,V,0.19999999999999996,Juventus,3.799999999999999,0.40000000000000036,0.2,0.0,5.0,0.0,1.2,-0.39999999999999997,2022-2023,2.0,4.0
1602,Bologna,2022-10-08,N,0.19999999999999996,Sampdoria,3.4000000000000004,-0.3999999999999999,0.2,0.2,0.3999999999999986,-4.0,-1.4,0.0,2022-2023,7.0,1.0
1603,Cremonese,2022-10-09,P,-1.2000000000000002,Napoli,-5.800000000000001,-3.2,0.0,0.0,-13.400000000000006,6.199999999999999,1.2000000000000002,0.0,2022-2023,0.0,8.0
1604,Roma,2022-10-09,V,0.3999999999999999,Lecce,5.6,2.4,-0.2,-0.2,4.399999999999999,-1.1999999999999993,-1.5999999999999999,0.0,2022-2023,8.0,0.0
1605,Monza,2022-10-09,V,0.19999999999999996,Spezia,0.3999999999999986,1.2000000000000002,0.0,0.0,10.800000000000004,2.799999999999999,-0.5999999999999996,0.0,2022-2023,0.0,4.0
1606,Salernitana,2022-10-09,V,0.3999999999999999,Hellas Verona,2.200000000000001,0.19999999999999973,0.2,0.2,6.799999999999997,-9.000000000000002,-1.4,0.2,2022-2023,1.0,4.0
1607,Udinese,2022-10-09,N,1.0,Atalanta,5.0,0.7999999999999998,-0.4,-0.4,5.199999999999996,1.1999999999999993,-0.19999999999999973,0.0,2022-2023,0.0,6.0
1608,Torino,2022-10-09,N,-0.6,Empoli,-3.5999999999999996,-0.40000000000000036,0.0,0.0,6.399999999999999,3.0,0.3999999999999999,-0.2,2022-2023,6.0,1.0
1609,Fiorentina,2022-10-10,P,-1.5999999999999999,Lazio,1.6000000000000014,-0.7999999999999998,-0.2,0.0,5.599999999999994,4.199999999999999,0.8,0.2,2022-2023,1.0,6.0
1610,Empoli,2022-10-15,V,-0.19999999999999996,Monza,3.1999999999999993,0.0,0.0,0.0,-9.800000000000004,-5.4,0.7999999999999998,0.2,2022-2023,4.0,0.0
